Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10
1631085039.2005622,21.441015625,1003.6928397991386,47.79153879799474,7168,512,1280
1631085040.3286247,21.4205078125,1003.6742888586202,47.920213890204444,7168,512,1280
1631085041.4564161,21.441015625,1003.7039818277299,47.901781458194215,7168,512,1280
1631085042.5857427,21.4306640625,1003.7172930375199,47.54648756753916,7168,512,1280
1631085043.7137082,21.4154296875,1003.669400735726,47.7731646737249,7168,512,1280
1631085044.8415794,21.4306640625,1003.72536433362,48.232550562835264,7168,512,1024
1631085045.9695518,21.4357421875,1003.6795287927652,48.34877612642814,7168,512,1024
1631085047.097518,21.4255859375,1003.6613297709172,48.23861188033895,7168,512,1024
1631085048.225339,21.4255859375,1003.6770493143162,48.4283173840023,7168,512,1024
1631085049.3532152,21.4154296875,1003.7357727262018,48.59969899279109,7168,512,1024
1631085050.4810388,21.4205078125,1003.6801196689865,48.7099116078547,7168,512,1024
1631085051.6092231,21.4052734375,1003.673133315621,48.53840209800352,7168,512,1024
1631085052.7370899,21.4103515625,1003.6748799038496,48.3732063012473,7168,512,1024
1631085053.8651483,21.4001953125,1003.7150514538744,48.342522322479496,7168,512,1024
1631085054.9930115,21.4103515625,1003.7091501102389,48.29340743391472,7168,512,1024
1631085056.120994,21.4052734375,1003.702401672994,48.68528461426363,7168,512,1280
1631085057.2488065,21.4103515625,1003.6901757440596,49.205529077231915,7168,512,1280
1631085058.376695,21.38984375,1003.7104731413525,48.697530047991805,7168,512,1280
1631085059.504845,21.38984375,1003.7216138544833,48.48309755172036,7168,512,1280
1631085060.6333573,21.3796875,1003.691498408342,48.90541423617555,7168,512,1280
1631085062.614639,21.359375,1003.6864209014973,50.97365744607807,7168,512,1280
1631085064.6716607,21.359375,1003.7001570465237,48.66644026109428,7168,512,1280
1631085066.7311175,21.3796875,1003.7270149618088,47.00694918829207,7168,512,1280
1631085068.7883844,21.364453125,1003.7154501359472,47.888823226824414,7168,512,1280
1631085070.847726,21.36953125,1003.722435992042,48.48869282789673,7168,512,1280
1631085072.9055488,21.3490234375,1003.7167708266355,48.0540368862604,7168,512,1280
1631085074.9641361,21.359375,1003.722435992042,47.557963922804504,7168,512,1280
1631085077.0231686,21.36953125,1003.6689564185914,47.37429025312204,7168,512,1280
1631085079.081039,21.374609375,1003.7294218493411,47.71735616407461,7168,512,1280
1631085081.1393359,21.36953125,1003.6955783641046,47.90719418489581,7168,512,1280
1631085083.198049,21.394921875,1003.7379939333573,47.9994099123151,7168,512,1024
1631085085.2563815,21.4052734375,1003.6779498188125,48.01171779782602,7168,512,1024
1631085087.314911,21.4103515625,1003.719629733786,47.93834823252837,7168,512,1024
1631085089.3739116,21.4306640625,1003.7469862753845,48.22017772733913,7168,512,1024
1631085091.432523,21.45625,1003.7118130530695,48.189806657229546,7168,512,1024
1631085093.4907665,21.4919921875,1003.6703810567374,47.6206559124494,7168,512,1024
1631085095.550522,21.5021484375,1003.6827847146312,48.42316679173747,7168,512,1024
1631085097.608806,21.52265625,1003.6968252924805,48.16005312554018,7168,512,1024
1631085099.66671,21.553125,1003.680920951639,47.97670955257591,7168,512,1280
1631085101.7263005,21.5685546875,1003.6743501794937,47.547913517921046,7168,512,1280
